RidingNum,Riding,LastName,FirstName,Party,Votes
35115,Wellington--Halton Hills North,Chong,Michael,Conservative,33736
35115,Wellington--Halton Hills North,Stiles,Liam,Green,1389
35116,Whitby,Di Lullo,Andrew,Green,506
35116,Whitby,Goswell,Kevin,NDP,1638
35116,Whitby,Mian,Nouman,Centrist,206
35116,Whitby,Turnbull,Ryan,Liberal,35624
35116,Whitby,Yamada,Steve,Conservative,29620
35117,Willowdale,Ehsassi,Ali,Liberal,25488
35117,Willowdale,Kheirallah,Christy,NDP,1224
35117,Willowdale,Lin,James,Conservative,20977
35118,Windsor--Tecumseh--Lakeshore,Babic,Nick,PPC,828
35118,Windsor--Tecumseh--Lakeshore,Borrelli,Kathy,Conservative,32062
35118,Windsor--Tecumseh--Lakeshore,Charif,Helmi,Centrist,223
35118,Windsor--Tecumseh--Lakeshore,Ilijoski,Alex,NDP,4241
35118,Windsor--Tecumseh--Lakeshore,Kusmierczyk,Irek,Liberal,31985
35118,Windsor--Tecumseh--Lakeshore,St Denis,Beth,Heritage,201
35118,Windsor--Tecumseh--Lakeshore,Tellier,Roxanne,Green,470
35119,Windsor West,Ahmad,Louay,Green,397
35119,Windsor West,Bezaire,Jacob,PPC,553
35119,Windsor West,Gill,Harb,Conservative,21412
35119,Windsor West,Markham,Joseph,Communist,195
35119,Windsor West,Masse,Brian,NDP,15256
35119,Windsor West,Pollock,Richard,Liberal,16986
35119,Windsor West,Villamizar,Margaret,MarxistLeninist,89
35120,York Centre,Baber,Roman,Conservative,26110
35120,York Centre,Saks,Ya'ara,Liberal,20318
35120,York Centre,Ulukanligil,Yusuf,NDP,1191
35121,York--Durham,Conlin,Patricia,PPC,901
35121,York--Durham,Graham,Justin,NDP,1829
35121,York--Durham,Grossi,Robert,Liberal,28726
35121,York--Durham,Mantle,Jacob,Conservative,40329
35121,York--Durham,Pearce,Matt,Green,797
35122,York South--Weston--Etobicoke,Hussen,Ahmed,Liberal,24663
35122,York South--Weston--Etobicoke,James,Louise,NDP,2190
35122,York South--Weston--Etobicoke,Pham,Nicolas,Conservative,17746
46001,Brandon--Souris,Jackson,Grant,Conservative,28624
46001,Brandon--Souris,Robinson,Quentin,NDP,6637
46001,Brandon--Souris,Tarar,Ghazanfar Ali,Liberal,10766
46002,Churchill--Keewatinook Aski,Ashton,Niki,NDP,5880
46002,Churchill--Keewatinook Aski,Chartrand,Rebecca,Liberal,9313
46002,Churchill--Keewatinook Aski,De Nardi,Lachlan,Conservative,4927
46002,Churchill--Keewatinook Aski,Young,Dylan,PPC,349
46003,Elmwood--Transcona,Dance,Leila,NDP,16138
46003,Elmwood--Transcona,Geddert,Nicolas,Green,321
46003,Elmwood--Transcona,MacIntyre,Ian,Liberal,10512
46003,Elmwood--Transcona,Reynolds,Colin,Conservative,19463
46003,Elmwood--Transcona,Watson,Collin,PPC,396
46004,Kildonan--St. Paul,Clark,Emily,NDP,3863
46004,Kildonan--St. Paul,Dancho,Raquel,Conservative,26364
46004,Kildonan--St. Paul,Holmes,Erik,PPC,486
46004,Kildonan--St. Paul,Naaykens,Thomas,Liberal,24808
46005,Portage--Lisgar,Gibson,Janine G.,Green,595
46005,Portage--Lisgar,Kreis,Robert,Liberal,10493
46005,Portage--Lisgar,Larson,Kevin,PPC,977
46005,Portage--Lisgar,Leslie,Branden,Conservative,31889
46005,Portage--Lisgar,Tessier,Lisa,NDP,2011
46006,Provencher,Falk,Ted,Conservative,34364
46006,Provencher,Gautron,Noel,PPC,942
46006,Provencher,Kirczenow,Trevor,Liberal,13394
46006,Provencher,Mahaffy,Blair,Green,705
46006,Provencher,Schmidt,Brandy,NDP,2398
46007,Riding Mountain,Clayton,Liz,Green,547
46007,Riding Mountain,Hayward,Terry,Liberal,9281
46007,Riding Mountain,Maxwell,Andrew Douglas,NDP,3072
46007,Riding Mountain,Mazier,Dan,Conservative,28409
46007,Riding Mountain,Oliver,Jim,PPC,564
46008,St. Boniface--St. Vital,Agboola,Shola,Conservative,17625
46008,St. Boniface--St. Vital,Lavack,Ginette,Liberal,32599
46008,St. Boniface--St. Vital,Linner,Thomas,NDP,3773
46008,St. Boniface--St. Vital,Pelletier,Gilles,PPC,523
46009,Selkirk--Interlake--Eastman,Bezan,James,Conservative,32788
46009,Selkirk--Interlake--Eastman,Estabrooks,Josef,NDP,3535
46009,Selkirk--Interlake--Eastman,Gryba,Byron,PPC,473
46009,Selkirk--Interlake--Eastman,James,Wayne,Green,709
46009,Selkirk--Interlake--Eastman,Nichol,Rhonda,Liberal,16570
46009,Selkirk--Interlake--Eastman,Riddell,Chris,United,404
46010,Winnipeg Centre,Bambrick,Tom,Conservative,7658
46010,Winnipeg Centre,Gazan,Leah,NDP,13524
46010,Winnipeg Centre,Gervais,Gary,Green,389
46010,Winnipeg Centre,Grant,Donald,PPC,367
46010,Winnipeg Centre,Walia,Rahul,Liberal,12138
46010,Winnipeg Centre,Wall,Debra,AnimalProtection,213
46011,Winnipeg North,Akinrogunde,Adebayo,NDP,2059
46011,Winnipeg North,Bailon,Jessica,PPC,274
46011,Winnipeg North,Borbridge,Sarah,Communist,114
46011,Winnipeg North,Brydges,Angela,Green,194
46011,Winnipeg North,Lamoureux,Kevin,Liberal,19792
46011,Winnipeg North,Punzalan,Rachel,Conservative,11740
46012,Winnipeg South,Bjornson,Joanne,NDP,2114
46012,Winnipeg South,Duguid,Terry,Liberal,27337
46012,Winnipeg South,Fehr,Johann Rempel,PPC,385
46012,Winnipeg South,Kaur,Manjit,Green,231
46012,Winnipeg South,Morley-Lecomte,Janice,Conservative,16252
46013,Winnipeg South Centre,Brousseau,Royden,Conservative,14748
46013,Winnipeg South Centre,Carr,Ben,Liberal,33834
46013,Winnipeg South Centre,Cummings,Jaclyn,PPC,272
46013,Winnipeg South Centre,Palsson,Tait,Independent,97
46013,Winnipeg South Centre,Petriew,Chris,Green,450
46013,Winnipeg South Centre,Requena Ramos,Jorge,NDP,3463
46013,Winnipeg South Centre,Scott,Cam,Communist,314
46014,Winnipeg West,Bayomi,Dennis,Green,438
46014,Winnipeg West,Eyolfson,Doug,Liberal,30276
46014,Winnipeg West,Morantz,Marty,Conservative,22659
46014,Winnipeg West,Selby-Lyons,Avery,NDP,2218
47001,Battlefords--Lloydminster--Meadow Lake,Falk,Rosemarie,Conservative,28634
47001,Battlefords--Lloydminster--Meadow Lake,Ingram,Larry,Liberal,7073
47001,Battlefords--Lloydminster--Meadow Lake,Patan,Darrell,CFP,264
47001,Battlefords--Lloydminster--Meadow Lake,Petryk,William,NDP,1816
47002,Carlton Trail--Eagle Creek,Block,Kelly,Conservative,36427
47002,Carlton Trail--Eagle Creek,Loadman,Cheryl,NDP,2616
47002,Carlton Trail--Eagle Creek,Zimmer,Katelyn,Liberal,8008
47003,Desnethe--Missinippi--Churchill River,Belanger,Buckley,Liberal,5876
47003,Desnethe--Missinippi--Churchill River,Lemaigre,Jim,Conservative,2301
47003,Desnethe--Missinippi--Churchill River,Racine,Doug,NDP,850
47004,Moose Jaw--Lake Centre--Lanigan,Baumann,Britt,NDP,3458
47004,Moose Jaw--Lake Centre--Lanigan,Craik,Chey,PPC,1358
47004,Moose Jaw--Lake Centre--Lanigan,Gardiner,Mike,Green,411
47004,Moose Jaw--Lake Centre--Lanigan,Mukamusoni,Tabitha,Liberal,7661
47004,Moose Jaw--Lake Centre--Lanigan,Tolmie,Fraser,Conservative,32991
47005,Prince Albert,Hadubiak,Christopher,Liberal,7451
47005,Prince Albert,Hoback,Randy,Conservative,27763
47005,Prince Albert,Kutzan,Virginia,NDP,3630
47006,Regina--Lewvan,Aldinger,Ray,NDP,2573
47006,Regina--Lewvan,Ezizor,Godwin,PPC,243
47006,Regina--Lewvan,Hird,Mac,Liberal,18893
47006,Regina--Lewvan,Steinley,Warren,Conservative,21988
47006,Regina--Lewvan,Wright,Michael,Green,272
47007,Regina--Qu'Appelle,Fehler,Dionne,PPC,441
47007,Regina--Qu'Appelle,Mian,Rahima,Liberal,11391
47007,Regina--Qu'Appelle,Scheer,Andrew,Conservative,27024
47007,Regina--Qu'Appelle,Simmie,Chris,NDP,3388
47008,Regina--Wascana,Bruce,Peter,PPC,326
47008,Regina--Wascana,Epp,Kimberly,Green,289
47008,Regina--Wascana,Kram,Michael,Conservative,22072
47008,Regina--Wascana,Stadnyk,Kaitlyn,NDP,2138
47008,Regina--Wascana,Walters,Jeffrey,Liberal,19252
47009,Saskatoon South,Gadzella,Jacob,NDP,4515
47009,Saskatoon South,Graham,Hamish,Green,310
47009,Saskatoon South,Sarwar,Rokhan,Liberal,20107
47009,Saskatoon South,Waugh,Kevin,Conservative,24516
47009,Saskatoon South,Wintringham,Richard Brent,PPC,308
47010,Saskatoon--University,Boot,Jaxson,PPC,327
47010,Saskatoon--University,Hunter,Isaiah,Green,263
47010,Saskatoon--University,McGillivray,Melissa,NDP,4035
47010,Saskatoon--University,Poelzer,Greg,Liberal,19622
47010,Saskatoon--University,Tochor,Corey,Conservative,23178
47011,Saskatoon West,Eggerman,Chad,Liberal,10254
47011,Saskatoon West,Hunter,Naomi,Green,376
47011,Saskatoon West,Loewen Walker,Rachel,NDP,7187
47011,Saskatoon West,Redekopp,Brad,Conservative,19814
47012,Souris--Moose Mountain,Bonk,Steven,Conservative,34793
47012,Souris--Moose Mountain,Dayman,Lyndon,CFP,304
47012,Souris--Moose Mountain,Mian,Aziz,Liberal,4051
47012,Souris--Moose Mountain,Muirhead Koops,Sheena,NDP,1888
47012,Souris--Moose Mountain,Patron,Travis,Independent,157
47012,Souris--Moose Mountain,Rheault,Remi,Green,235
47013,Swift Current--Grasslands--Kindersley,Caton,William,Liberal,4420
47013,Swift Current--Grasslands--Kindersley,Lewans,Maria Rose,Independent,426
47013,Swift Current--Grasslands--Kindersley,McPhee,Alex,NDP,2250
47013,Swift Current--Grasslands--Kindersley,Patzer,Jeremy,Conservative,32292
47014,Yorkton--Melville,Brooks,Valerie,Green,713
47014,Yorkton--Melville,Guggenmos,Alec,Libertarian,226
47014,Yorkton--Melville,Guimond,Luke,Liberal,5338
47014,Yorkton--Melville,Krakowetz,Michaela,NDP,2034
47014,Yorkton--Melville,Wagantall,Cathay,Conservative,28702
48001,Airdrie--Cochrane,Bell,Christopher,Heritage,380
48001,Airdrie--Cochrane,Richards,Blake,Conservative,50252
48001,Airdrie--Cochrane,Sabine,David,Libertarian,623
48001,Airdrie--Cochrane,Secord,Sean,Liberal,16714
48001,Airdrie--Cochrane,Zagoda,Sarah,NDP,2591
48002,Battle River--Crowfoot,Bridges,Jonathan,PPC,1022
48002,Battle River--Crowfoot,Gook,Douglas,Green,474
48002,Battle River--Crowfoot,Kurek,Damien,Conservative,53684
48002,Battle River--Crowfoot,MacKay,James,NDP,2061
48002,Battle River--Crowfoot,Sutton,Brent,Liberal,7566
48003,Bow River,Barnes,Bentley,Liberal,9562
48003,Bow River,Bexte,David,Conservative,44605
48003,Bow River,Gwin,Louisa,NDP,1689
48003,Bow River,Lipp,Tom,Heritage,402
48003,Bow River,Patton,Aaron,United,296
48004,Calgary Centre,Baldonado,Jayden,Green,362
48004,Calgary Centre,Fea,Scott,Rhinoceros,126
48004,Calgary Centre,Hawley,Robert,PPC,365
48004,Calgary Centre,Luhnau,Lindsay,Liberal,28824
48004,Calgary Centre,McLean,Greg,Conservative,31604
48004,Calgary Centre,Shaw,Beau,NDP,1665
48005,Calgary Confederation,Gunn,Keira,NDP,2844
48005,Calgary Confederation,Hogan,Corey,Liberal,33112
48005,Calgary Confederation,Hunter,Kevan,MarxistLeninist,144
48005,Calgary Confederation,Marsh,Jeffrey Reid,CFP,198
48005,Calgary Confederation,Nixon,Jeremy,Conservative,31839
48005,Calgary Confederation,Ovsepyan,Artyom,PPC,302
48005,Calgary Confederation,Willott,Richard,Green,400
48006,Calgary Crowfoot,Kelly,Pat,Conservative,39971
48006,Calgary Crowfoot,Munir,Shahnaz,Liberal,25386
48006,Calgary Crowfoot,Nerland,Nanette,Green,346
48006,Calgary Crowfoot,Samuelson,Jim,NDP,1741
48006,Calgary Crowfoot,Snyder,Yvonne,PPC,360
48006,Calgary Crowfoot,Van Egmond,Lachlan,Independent,131
48007,Calgary East,Dhillon,Harry,PPC,908
48007,Calgary East,Dirk,Garry,Heritage,321
48007,Calgary East,Geha,Jennifer,NDP,2092
48007,Calgary East,Hallan,Jasraj,Conservative,32490
48007,Calgary East,Obhrai-Martin,Priti,Liberal,17062
48007,Calgary East,Rutherford,Carey,Green,664
48007,Calgary East,Trautman,Jonathan,Communist,137
48008,Calgary Heritage,Arnott,Scott,Liberal,23673
48008,Calgary Heritage,Crocker,Ravenmoon,Green,493
48008,Calgary Heritage,Galas,Chris,Independent,280
48008,Calgary Heritage,Heather,Larry R.,Heritage,268
48008,Calgary Heritage,Majumdar,Shuv,Conservative,42088
48008,Calgary Heritage,Zimmerman,Becki,NDP,1691
48009,Calgary McKnight,Butt,Najeeb,PPC,323
48009,Calgary McKnight,Chahal,George,Liberal,19546
48009,Calgary McKnight,Cridland,Benjamin,CFP,162
48009,Calgary McKnight,Gill,Dalwinder,Conservative,20863
48009,Calgary McKnight,Hasnain,Syed,Centrist,107
48009,Calgary McKnight,Santiago,Arlington Antonio,NDP,1204
48009,Calgary McKnight,Tanaka,Evelyn,Green,273
48010,Calgary Midnapore,Delgado,Adam,Green,495
48010,Calgary Midnapore,Kindret,Colin,PPC,556
48010,Calgary Midnapore,Kusie,Stephanie,Conservative,48131
48010,Calgary Midnapore,Mullins,Austin,NDP,2271
48010,Calgary Midnapore,Raval,Sunjiv,Liberal,21979
48011,Calgary Nose Hill,Askin,Peggy,MarxistLeninist,115
48011,Calgary Nose Hill,Becker,Tom,Liberal,22276
48011,Calgary Nose Hill,Fach,Addison,Green,430
48011,Calgary Nose Hill,Khan,Ahmed,NDP,1975
48011,Calgary Nose Hill,Rempel Garner,Michelle,Conservative,36597
48011,Calgary Nose Hill,Wang,Vanessa,Rhinoceros,199
48012,Calgary Shepard,Frasch,Robert,Green,302
48012,Calgary Shepard,Khan,Gul,Liberal,18421
48012,Calgary Shepard,Kmiec,Tom,Conservative,44363
48012,Calgary Shepard,Legere,Donald,PPC,383
48012,Calgary Shepard,Tomblin,Tory,NDP,1780
48013,Calgary Signal Hill,Ahmed,Khalis,NDP,1656
48013,Calgary Signal Hill,Godard,Paul,CFP,265
48013,Calgary Signal Hill,McKenzie,David GL,Conservative,41638
48013,Calgary Signal Hill,Strem,Grant,PPC,492
48013,Calgary Signal Hill,Whitson,Bryndis,Liberal,25174
48014,Calgary Skyview,Anand,Jag,Independent,529
48014,Calgary Skyview,Angral,Rajesh,NDP,1351
48014,Calgary Skyview,Calverley,Scott,Independent,620
48014,Calgary Skyview,Gill,Amanpreet S.,Conservative,27808
48014,Calgary Skyview,Malik,Hafeez,Liberal,18842
48014,Calgary Skyview,Patel,Minesh,Independent,1002
48015,Edmonton Centre,Ahmed,Sayid,Conservative,20626
48015,Edmonton Centre,Bell,Gregory,Independent,155
48015,Edmonton Centre,Billingsley Jr.,Ronald S.,Independent,106
48015,Edmonton Centre,Bohonos,David John,Heritage,158
48015,Edmonton Centre,Dutcher,Mike,Independent,137
48015,Edmonton Centre,Edwards de la O,Merryn,MarxistLeninist,67
48015,Edmonton Centre,Estabrooks,Trisha,NDP,8440
48015,Edmonton Centre,Olszewski,Eleanor,Liberal,24138
48015,Edmonton Centre,Rankin,Naomi,Communist,133
48015,Edmonton Centre,Ross,John,PPC,468
48016,Edmonton Gateway,Hoefsloot,Jeremy,Liberal,19435
48016,Edmonton Gateway,Loyola,Rod,Independent,2455
48016,Edmonton Gateway,Mayes,Madeline,NDP,2565
48016,Edmonton Gateway,McCormack,Paul,PPC,474
48016,Edmonton Gateway,Patel,Ashok,Independent,838
48016,Edmonton Gateway,Uppal,Tim,Conservative,26385
48017,Edmonton Griesbach,Boykowich,Alex,Communist,146
48017,Edmonton Griesbach,Desjarlais,Blake,NDP,16717
48017,Edmonton Griesbach,Diotte,Kerry,Conservative,22256
48017,Edmonton Griesbach,Hunter,Michael,Green,302
48017,Edmonton Griesbach,Joyce,Mary,MarxistLeninist,64
48017,Edmonton Griesbach,Lennox,Patrick,Liberal,8973
48017,Edmonton Griesbach,Matty,Thomas,PPC,318
48017,Edmonton Griesbach,Tyson,Brent,CFP,72
48017,Edmonton Griesbach,Vargas,Crystal,Independent,118
48018,Edmonton Manning,Aboultaif,Ziad,Conservative,26445
48018,Edmonton Manning,Bard,Robert,PPC,824
48018,Edmonton Manning,Coles,Blair-Marie,Liberal,17603
48018,Edmonton Manning,Thompson,Lesley,NDP,4935
48019,Edmonton Northwest,Abubakar,Omar,NDP,3597
48019,Edmonton Northwest,Carson,Albert,PPC,593
48019,Edmonton Northwest,Machona,Lindsey,Liberal,20907
48019,Edmonton Northwest,Morin,Billy,Conservative,29194
48019,Edmonton Northwest,Rice,Colleen,Green,335
48020,Edmonton Riverbend,Cake,Susan,NDP,2563
48020,Edmonton Riverbend,Dudiak,Dwayne,PPC,410
48020,Edmonton Riverbend,Jeneroux,Matt,Conservative,30343
48020,Edmonton Riverbend,Minenko,Mark,Liberal,27075
48021,Edmonton Southeast,Benson,Corinne,Communist,268
48021,Edmonton Southeast,Chandi,Gurleen,Independent,292
48021,Edmonton Southeast,Grewal,Harpreet,NDP,2536
48021,Edmonton Southeast,Mahal,Jagsharan Singh,Conservative,25206
48021,Edmonton Southeast,Schuetza,Martin,PPC,881
48021,Edmonton Southeast,Sohi,Amarjeet,Liberal,18481
48022,Edmonton Strathcona,Berry,Miles,Conservative,19768
48022,Edmonton Strathcona,Bourque,Christian,Communist,181
48022,Edmonton Strathcona,Deshmukh,Atul,Green,366
48022,Edmonton Strathcona,Lettner,Graham,Independent,250
48022,Edmonton Strathcona,McPherson,Heather,NDP,28027
48022,Edmonton Strathcona,Thiering,Ron,Liberal,10709
48022,Edmonton Strathcona,Wojtowicz,David Joel,PPC,386
48023,Edmonton West,Fournier,Brad,Liberal,23995
48023,Edmonton West,Kinzel,Brent,PPC,534
48023,Edmonton West,McCauley,Kelly,Conservative,31201
48023,Edmonton West,McQuillan,Sean,NDP,3164
48023,Edmonton West,Morton,Peggy,MarxistLeninist,121
48024,Foothills,Aurora,Kaitte,NDP,1923
48024,Foothills,Barlow,John,Conservative,54874
48024,Foothills,Bruinsma,John,Liberal,13706
48024,Foothills,Hoberg,Emma,Green,589
48024,Foothills,O'Halloran,Paul,PPC,796
48025,Fort McMurray--Cold Lake,Chawla,Kulbir,Independent,101
48025,Fort McMurray--Cold Lake,Choi,You-Ju,NDP,1337
48025,Fort McMurray--Cold Lake,Clarke,Alan,PPC,896
48025,Fort McMurray--Cold Lake,Deheer,Brian,Green,290
48025,Fort McMurray--Cold Lake,Goodridge,Laila,Conservative,39649
48025,Fort McMurray--Cold Lake,Staines,Kaitlyn,Liberal,7193
48026,Grande Prairie,Eckstrom,Donovan,Rhinoceros,291
48026,Grande Prairie,McDavid,Elliot,Independent,223
48026,Grande Prairie,McLean,Shawn,PPC,828
48026,Grande Prairie,Mcleod,Maureen,Liberal,6946
48026,Grande Prairie,Villebrun,Jennifer,NDP,2460
48026,Grande Prairie,Warkentin,Chris,Conservative,47904
48027,Lakeland,Bissonnette,Des,NDP,2153
48027,Lakeland,Burns,Bridget,Green,411
48027,Lakeland,Manchen,Michael,PPC,982
48027,Lakeland,Milaney,Barry,Liberal,6886
48027,Lakeland,Speirs,Micheal,Heritage,335
48027,Lakeland,Stubbs,Shannon,Conservative,45826
48028,Leduc--Wetaskiwin,Brochu,Ronald,Liberal,11136
48028,Leduc--Wetaskiwin,Cayer,Kirk,United,318
48028,Leduc--Wetaskiwin,Everingham,Christopher,CFP,145
48028,Leduc--Wetaskiwin,Flores,Jose,PPC,688
48028,Leduc--Wetaskiwin,Lake,Mike,Conservative,47947
48028,Leduc--Wetaskiwin,Swampy,Katherine,NDP,3927
48029,Lethbridge,Murray,Amber,Green,457
48029,Lethbridge,Piedalue,Clara,PPC,478
48029,Lethbridge,Slingerland,Marc,Heritage,806
48029,Lethbridge,Spearman,Chris,Liberal,21899
48029,Lethbridge,Svoboda,Nathan,NDP,2431
48029,Lethbridge,Thomas,Rachael,Conservative,40866
48030,Medicine Hat--Cardston--Warner,Johnson,Jocelyn,NDP,2588
48030,Medicine Hat--Cardston--Warner,Motz,Glen,Conservative,41518
48030,Medicine Hat--Cardston--Warner,Rooke,Tom,Liberal,9554
48030,Medicine Hat--Cardston--Warner,Shadrack,Andy,Green,440
48031,Parkland,Birrell,Daniel,Green,449
48031,Parkland,Fearnall,Ashley,Liberal,12690
48031,Parkland,Goad,Keri,NDP,2949
48031,Parkland,Klassen,Wade,United,287
48031,Parkland,Lavigne,Jason,PPC,1066
48031,Parkland,Lloyd,Dane,Conservative,53468
48031,Parkland,Schulthies,Kevin,Heritage,198
48032,Peace River--Westlock,Markowski,Luke,Liberal,6278
48032,Peace River--Westlock,Teske,Darrell,Independent,3048
48032,Peace River--Westlock,Tischer,Landen,NDP,2913
48032,Peace River--Westlock,Viersen,Arnold,Conservative,41130
48033,Ponoka--Didsbury,Abraham,Grant,United,2129
48033,Ponoka--Didsbury,Calkins,Blaine,Conservative,56106
48033,Ponoka--Didsbury,Gratton,Larry,PPC,1289
48033,Ponoka--Didsbury,Hooley,Logan,NDP,7414
48033,Ponoka--Didsbury,Zafar,Zarnab,Independent,1641
48034,Red Deer,Assefa,Elias,NDP,2375
48034,Red Deer,Bailey,Burton,Conservative,44239
48034,Red Deer,Bangash,Ayaz,Liberal,13564
48034,Red Deer,Courte,Kyla,PPC,813
48034,Red Deer,MacDonald,Ashley,Green,618
48034,Red Deer,Pringle,Brandon,Heritage,219
48035,Sherwood Park--Fort Saskatchewan,Emmons,Randall,Green,448
48035,Sherwood Park--Fort Saskatchewan,Genuis,Garnett,Conservative,54131
48035,Sherwood Park--Fort Saskatchewan,Holm,Tanya,Liberal,22178
48035,Sherwood Park--Fort Saskatchewan,Horseman,Mark,CFP,237
48035,Sherwood Park--Fort Saskatchewan,Jones,Chris,NDP,4136
48035,Sherwood Park--Fort Saskatchewan,Sobel,Jay,PPC,497
48036,St. Albert--Sturgeon River,Anderson,Dorothy,NDP,3684
48036,St. Albert--Sturgeon River,Cecelia,Brigitte,PPC,820
48036,St. Albert--Sturgeon River,Cooper,Michael,Conservative,49216
48036,St. Albert--Sturgeon River,Stachurski,Lucia,Liberal,22977
48036,St. Albert--Sturgeon River,Willerton,Jeff,Heritage,264
48037,Yellowhead,Bayford,Vicky,PPC,952
48037,Yellowhead,Fark,Michael,Liberal,17469
48037,Yellowhead,Heath,Dale,Heritage,253
48037,Yellowhead,Soma,Avni,NDP,2753
48037,Yellowhead,Stevenson,William,Conservative,47863
59001,Abbotsford--South Langley,Alderking,Aeriol,PPC,459
59001,Abbotsford--South Langley,Gill,Sukhman,Conservative,24116
59001,Abbotsford--South Langley,Gillies,Kevin,Liberal,18969
59001,Abbotsford--South Langley,Snazell,Melissa,Green,577
59001,Abbotsford--South Langley,Yakandawela,Dharmasena,NDP,2104
59001,Abbotsford--South Langley,de Jong,Michael,Independent,9747
59002,Burnaby Central,Chang,Wade,Liberal,21745
59002,Burnaby Central,Farbridge,Richard,PPC,506
59002,Burnaby Central,Singh,Jagmeet,NDP,9353
59002,Burnaby Central,Yan,James,Conservative,19889
59003,Burnaby North--Seymour,Beech,Terry,Liberal,37829
59003,Burnaby North--Seymour,Charrois,Michael,NDP,4121
59003,Burnaby North--Seymour,Francis,Mauro,Conservative,21742
59003,Burnaby North--Seymour,Fulton,Jesse,PPC,366
59004,Cariboo--Prince George,Bonazzo,Angie,NDP,3900
59004,Cariboo--Prince George,Capling,Jodie,Green,1155
59004,Cariboo--Prince George,Doherty,Todd,Conservative,38175
59004,Cariboo--Prince George,Emslie,Clinton,Liberal,19243
59004,Cariboo--Prince George,Sans,Rudy,PPC,436
59004,Cariboo--Prince George,Thomson,Kenneth B.,Independent,208
59004,Cariboo--Prince George,Wiens,Jake,Heritage,174
59005,Chilliwack--Hope,Adam,Christopher,United,129
59005,Chilliwack--Hope,Derish,Salina,Green,1083
59005,Chilliwack--Hope,Galbraith,Jeff,PPC,482
59005,Chilliwack--Hope,Khan,Zeeshan,Liberal,23254
59005,Chilliwack--Hope,Strahl,Mark,Conservative,36027
59005,Chilliwack--Hope,Westerby,Teri,NDP,4779
59006,Cloverdale--Langley City,Jansen,Tamara,Conservative,25606
59006,Cloverdale--Langley City,Latchford,Kyle,Liberal,24828
59006,Cloverdale--Langley City,McMurtry,Jim,PPC,289
59006,Cloverdale--Langley City,Sharma,Vanessa,NDP,2350
59006,Cloverdale--Langley City,Wilkie,Kevin Daniel,Green,493
59007,Columbia--Kootenay--Southern Rockies,Baird,Laurie,PPC,486
59007,Columbia--Kootenay--Southern Rockies,Goldsbury,Reggie,Liberal,20184
59007,Columbia--Kootenay--Southern Rockies,Lins,Kallee,NDP,12871
59007,Columbia--Kootenay--Southern Rockies,Maffioli,Steven,Green,1064
59007,Columbia--Kootenay--Southern Rockies,Morrison,Rob,Conservative,36081
59007,Columbia--Kootenay--Southern Rockies,Wiedrick,James,Independent,856
59008,Coquitlam--Port Coquitlam,Black,Iain,Conservative,24730
59008,Coquitlam--Port Coquitlam,Dahlby,Lewis Clarke,Libertarian,785
59008,Coquitlam--Port Coquitlam,Dupont,Laura,NDP,4253
59008,Coquitlam--Port Coquitlam,Glenister,Michael Peter,Green,504
59008,Coquitlam--Port Coquitlam,McKinnon,Ron,Liberal,27250
59009,Courtenay--Alberni,Cameron,Brian,Liberal,18078
59009,Courtenay--Alberni,Gamble,Thomas,PPC,427
59009,Courtenay--Alberni,Johns,Gord,NDP,31617
59009,Courtenay--Alberni,Knight,Teresa,AnimalProtection,195
59009,Courtenay--Alberni,Markevich,Chris,Green,1352
59009,Courtenay--Alberni,McNichol,Kris,Conservative,28028
59009,Courtenay--Alberni,Musial,Jesse,Heritage,69
59010,Cowichan--Malahat--Langford,Code,Kathleen,Green,1500
59010,Cowichan--Malahat--Langford,Herbert,Blair,Liberal,21478
59010,Cowichan--Malahat--Langford,Kibble,Jeff,Conservative,28370
59010,Cowichan--Malahat--Langford,MacGregor,Alistair,NDP,24826
59011,Delta,McCormick,Jason,NDP,2787
59011,Delta,McKnight,Jill,Liberal,32802
59011,Delta,Sahota,Jessy,Conservative,27314
59011,Delta,Sirotic,Natasa,PPC,390
59012,Esquimalt--Saanich--Sooke,Bhatti,Param,Independent,152
59012,Esquimalt--Saanich--Sooke,Cool,Grant,Conservative,21082
59012,Esquimalt--Saanich--Sooke,Crooks,Robert,Communist,136
59012,Esquimalt--Saanich--Sooke,Homer-Dixon,Ben,Green,1959
59012,Esquimalt--Saanich--Sooke,McLean,Stephanie,Liberal,36181
59012,Esquimalt--Saanich--Sooke,Schaafsma,David,Heritage,159
59012,Esquimalt--Saanich--Sooke,Tait,Maja,NDP,13666
59013,Fleetwood--Port Kells,Hetherington,John,PPC,499
59013,Fleetwood--Port Kells,Krishnan,Murali,Green,460
59013,Fleetwood--Port Kells,Pandher,Sukh,Conservative,21439
59013,Fleetwood--Port Kells,Permal,Shannon,NDP,2885
59013,Fleetwood--Port Kells,Saini,Gurbux,Liberal,23250
59014,Kamloops--Shuswap--Central Rockies,Arnold,Mel,Conservative,35556
59014,Kamloops--Shuswap--Central Rockies,Henry,John Michael,PPC,602
59014,Kamloops--Shuswap--Central Rockies,Idzan,Phaedra,NDP,3730
59014,Kamloops--Shuswap--Central Rockies,Madden,Owen,Green,1639
59014,Kamloops--Shuswap--Central Rockies,Robertson,Ken,Liberal,26529
59015,Kamloops--Thompson--Nicola,Caputo,Frank,Conservative,32008
