RidingNum,Riding,LastName,FirstName,Party,Votes
35036,Hamilton Centre,Chenier,Cody,Rhinoceros,190
35036,Hamilton Centre,Crawley,Sandy,Green,818
35036,Hamilton Centre,Green,Carla,Independent,215
35036,Hamilton Centre,Green,Matthew,NDP,16581
35036,Hamilton Centre,Lawrence,Hayden,Conservative,17079
35036,Hamilton Centre,Loomans,Michael,Independent,90
35036,Hamilton Centre,Rana,Aslam,Liberal,21388
35036,Hamilton Centre,Speicher,David,PPC,591
35037,Hamilton East--Stoney Creek,Boutsikakis,Jim,PPC,762
35037,Hamilton East--Stoney Creek,Collins,Chad,Liberal,31378
35037,Hamilton East--Stoney Creek,Kuruc,Ned,Conservative,32857
35037,Hamilton East--Stoney Creek,Mithani,Nayla,NDP,2471
35038,Hamilton Mountain,Gerstenberger,Rolf,MarxistLeninist,193
35038,Hamilton Mountain,Hepfner,Lisa,Liberal,27302
35038,Hamilton Mountain,Hewitt,Ken,Conservative,24857
35038,Hamilton Mountain,Taylor,Monique,NDP,7044
35038,Hamilton Mountain,Wong,Bing,PPC,497
35039,Hamilton West--Ancaster--Dundas,Alexander,Erika,Conservative,25547
35039,Hamilton West--Ancaster--Dundas,Beauchemin,Georgia,Green,829
35039,Hamilton West--Ancaster--Dundas,Danko,John-Paul,Liberal,38970
35039,Hamilton West--Ancaster--Dundas,Enos,Jim,Heritage,163
35039,Hamilton West--Ancaster--Dundas,Henriquez,Roberto,NDP,3648
35039,Hamilton West--Ancaster--Dundas,Sharavi,Ava,PPC,307
35040,Hastings--Lennox and Addington--Tyendinaga,Duffy,Ava,NDP,2351
35040,Hastings--Lennox and Addington--Tyendinaga,Holbrook,Michael,Green,803
35040,Hastings--Lennox and Addington--Tyendinaga,Kramp-Neuman,Shelby,Conservative,36005
35040,Hastings--Lennox and Addington--Tyendinaga,Sweeney Schenk,Tracey,Liberal,26745
35040,Hastings--Lennox and Addington--Tyendinaga,Yusufani,Zaid,PPC,377
35041,Humber River--Black Creek,Jasinski,Marek,PPC,621
35041,Humber River--Black Creek,McGuire,Jeanne,Communist,226
35041,Humber River--Black Creek,Paudel,Bijay,Conservative,13745
35041,Humber River--Black Creek,Sgro,Judy,Liberal,21357
35041,Humber River--Black Creek,de Dovitiis,Matias,NDP,2449
35042,Huron--Bruce,Burrett,Melanie,NDP,2300
35042,Huron--Bruce,Lobb,Ben,Conservative,37027
35042,Huron--Bruce,McLean,Gregory J,Green,927
35042,Huron--Bruce,Pella,Caesar salad,Independent,194
35042,Huron--Bruce,Rice,James,Liberal,28936
35042,Huron--Bruce,Smith,Justin L,Independent,273
35043,Kanata,Kung,Greg,Conservative,26557
35043,Kanata,Purdy,Jennifer,Green,835
35043,Kanata,Siddiqui,Moinuddin,Centrist,122
35043,Kanata,Simon,Melissa,NDP,1702
35043,Kanata,Sudds,Jenna,Liberal,45244
35044,Kapuskasing--Timmins--Mushkegowuk,Black,Steve,Liberal,18366
35044,Kapuskasing--Timmins--Mushkegowuk,Fortier Levesque,Nicole,NDP,4895
35044,Kapuskasing--Timmins--Mushkegowuk,Lefebvre,Serge,PPC,814
35044,Kapuskasing--Timmins--Mushkegowuk,Malette,Gaetan,Conservative,23062
35045,Kenora--Kiiwetinoong,Boucher-Chicago,Kelvin,Independent,141
35045,Kenora--Kiiwetinoong,Cameron,Tania,NDP,3698
35045,Kenora--Kiiwetinoong,Desjarlais,Bryce,PPC,204
35045,Kenora--Kiiwetinoong,Fox,Charles,Liberal,9454
35045,Kenora--Kiiwetinoong,Hobbs,Jon,Green,286
35045,Kenora--Kiiwetinoong,Melillo,Eric,Conservative,13109
35046,Kingston and the Islands,Gerretsen,Mark,Liberal,48682
35046,Kingston and the Islands,Hartnett,Fintan,Green,1071
35046,Kingston and the Islands,Juudi-Hope,Daria,NDP,3648
35046,Kingston and the Islands,Paterson,Bryan,Conservative,23592
35047,King--Vaughan,Ahmed,Mubarak,Liberal,24352
35047,King--Vaughan,Raney,Ann,Green,576
35047,King--Vaughan,Roberts,Anna,Conservative,41682
35047,King--Vaughan,Sabharwal,Vageesh,PPC,368
35047,King--Vaughan,Sanchez,Samantha,NDP,769
35048,Kitchener Centre,Adeba,Brian,Liberal,17292
35048,Kitchener Centre,DeRidder,Kelly,Conservative,20234
35048,Kitchener Centre,Dyck,Margaretha,United,97
35048,Kitchener Centre,Morrice,Mike,Green,19859
35048,Kitchener Centre,Papenburg,Ellen,AnimalProtection,111
35048,Kitchener Centre,Rahimi,Wasai,PPC,334
35048,Kitchener Centre,Zaleski,Heather,NDP,1157
35049,Kitchener--Conestoga,Bozorgzad,Maya,NDP,1821
35049,Kitchener--Conestoga,Dupuis,Kevin,PPC,786
35049,Kitchener--Conestoga,Louis,Tim,Liberal,30001
35049,Kitchener--Conestoga,Treleaven,Doug,Conservative,29479
35050,Kitchener South--Hespeler,Bradford,Valerie,Liberal,27945
35050,Kitchener South--Hespeler,Bruce,Lorne,NDP,1823
35050,Kitchener South--Hespeler,Dueck,Kathleen,United,96
35050,Kitchener South--Hespeler,Russell,Ethan,Green,1208
35050,Kitchener South--Hespeler,Strauss,Matt,Conservative,28973
35050,Kitchener South--Hespeler,Williams,Randall,PPC,386
35051,Lanark--Frontenac,Foxton,Michelle,Liberal,30900
35051,Lanark--Frontenac,Pauley,Jesse,Green,741
35051,Lanark--Frontenac,Rae,Danielle,NDP,1986
35051,Lanark--Frontenac,Reid,Scott,Conservative,34186
35052,Leeds--Grenville--Thousand Islands--Rideau Lakes,Barrett,Michael,Conservative,33437
35052,Leeds--Grenville--Thousand Islands--Rideau Lakes,Edmonds,Lorna Jean,Liberal,29656
35052,Leeds--Grenville--Thousand Islands--Rideau Lakes,Lancione,Paul,NDP,2341
35052,Leeds--Grenville--Thousand Islands--Rideau Lakes,Ramdeen,Randi,Green,781
35052,Leeds--Grenville--Thousand Islands--Rideau Lakes,Simpson,Hailey,PPC,596
35053,London Centre,Annis,David,PPC,523
35053,London Centre,Fragiskatos,Peter,Liberal,33999
35053,London Centre,Gallant,Stephen,Conservative,18633
35053,London Centre,Hodge,Mary Ann,Green,878
35053,London Centre,Lamb,Bruce,CFP,100
35053,London Centre,Prout,Dirka,NDP,5790
35054,London--Fanshawe,Buta,Daniel,PPC,776
35054,London--Fanshawe,Holman,Kurt,Conservative,23749
35054,London--Fanshawe,Mathyssen,Lindsay,NDP,16135
35054,London--Fanshawe,Naqvi,Najam,Liberal,17863
35055,London West,Allder,Shinade,NDP,3463
35055,London West,Benner,Russell,CFP,185
35055,London West,Benni,Adam,Conservative,23239
35055,London West,Kayabaga,Arielle,Liberal,35309
35055,London West,Oliver,Christine,United,185
35055,London West,Vanderzwet,Jeff,Green,427
35056,Markham--Stouffville,Ahmed,Shahzad,Centrist,141
35056,Markham--Stouffville,Cheung,Serena,NDP,1121
35056,Markham--Stouffville,Jaczek,Helena,Liberal,31658
35056,Markham--Stouffville,Jeyanesan,Niran,Conservative,27898
35056,Markham--Stouffville,O'Brien,Myles,Green,433
35056,Markham--Stouffville,de Vries,Rene,PPC,393
35057,Markham--Thornhill,Hodgson,Tim,Liberal,27504
35057,Markham--Thornhill,Lee,Mimi,PPC,747
35057,Markham--Thornhill,Loganathan,Lionel,Conservative,21003
35057,Markham--Thornhill,Qureshi,Aftab,NDP,1022
35057,Markham--Thornhill,Qureshi,Haider,Centrist,153
35058,Markham--Unionville,Kao,Elvin,Green,503
35058,Markham--Unionville,Ma,Michael,Conservative,27055
35058,Markham--Unionville,Qureshi,Sameer,NDP,723
35058,Markham--Unionville,Yuen,Peter,Liberal,25133
35059,Middlesex--London,Cartlidge,Shawn,United,191
35059,Middlesex--London,Johnston,Jim,Green,698
35059,Middlesex--London,Keenan,Kent,Liberal,29400
35059,Middlesex--London,McIntosh,Taylor,NDP,2888
35059,Middlesex--London,Rood,Lianne,Conservative,36093
35059,Middlesex--London,Workman,Cynthia,PPC,577
35060,Milton East--Halton Hills South,Doyle,Susan,Green,671
35060,Milton East--Halton Hills South,Gill,Parm,Conservative,32101
35060,Milton East--Halton Hills South,Hofman,Walter J.,PPC,472
35060,Milton East--Halton Hills South,Khan,Shahbaz Mahmood,Independent,175
35060,Milton East--Halton Hills South,Sahi,Muhammad Riaz,NDP,1034
35060,Milton East--Halton Hills South,Tesser Derksen,Kristina,Liberal,32130
35061,Mississauga Centre,Al Soud,Fares,Liberal,29605
35061,Mississauga Centre,Ali,Zulfiqar,Independent,257
35061,Mississauga Centre,Ishaq,Muhammad,Conservative,23010
35061,Mississauga Centre,Nguyen,Brandon,NDP,1502
35061,Mississauga Centre,Wolosz,Gurdeep,PPC,602
35062,Mississauga East--Cooksville,Fonseca,Peter,Liberal,27138
35062,Mississauga East--Cooksville,Gupta,Amit,PPC,964
35062,Mississauga East--Cooksville,Harding,Winston,Independent,221
35062,Mississauga East--Cooksville,Hussain,Khawar,NDP,1508
35062,Mississauga East--Cooksville,Kang,Nita,Conservative,24112
35062,Mississauga East--Cooksville,Sullivan,Dagmar,MarxistLeninist,113
35063,Mississauga--Erin Mills,Bayer,Michael,PPC,734
35063,Mississauga--Erin Mills,Khalid,Iqra,Liberal,33448
35063,Mississauga--Erin Mills,Khan,Sulaiman,Green,367
35063,Mississauga--Erin Mills,Matulewicz,Michael,Independent,179
35063,Mississauga--Erin Mills,Mikael,Milad,Conservative,24000
35063,Mississauga--Erin Mills,Mustapha,Ehab,NDP,1311
35064,Mississauga--Lakeshore,Butler,Evelyn,NDP,1254
35064,Mississauga--Lakeshore,Darby,Carlton,Independent,122
35064,Mississauga--Lakeshore,Di Carlo,Anna,MarxistLeninist,113
35064,Mississauga--Lakeshore,Ellard,Tom,Conservative,29416
35064,Mississauga--Lakeshore,Kidnew,Mary,Green,587
35064,Mississauga--Lakeshore,Rao,Fahad,PPC,334
35064,Mississauga--Lakeshore,Sousa,Charles,Liberal,34971
35065,Mississauga--Malton,Ailsinghani,Inderjeetsingh,NDP,1290
35065,Mississauga--Malton,Gaheer,Iqwinder Singh,Liberal,26793
35065,Mississauga--Malton,Quinlan,Nathan,PPC,983
35065,Mississauga--Malton,Sandhu,Jaspreet,Conservative,21202
35066,Mississauga--Streetsville,Araujo,Logan,PPC,366
35066,Mississauga--Streetsville,Asghar,Bushra,NDP,1388
35066,Mississauga--Streetsville,Hill,Chris,Green,439
35066,Mississauga--Streetsville,McFadden,Sue,Conservative,27241
35066,Mississauga--Streetsville,Valdez,Rechie,Liberal,31297
35067,Nepean,Bal,Barbara,Conservative,24017
35067,Nepean,Carney,Mark,Liberal,46073
35067,Nepean,Fleury,Eric,PPC,261
35067,Nepean,Hopkins,Greg,Green,462
35067,Nepean,Shukla,Shyam,NDP,1424
35068,Newmarket--Aurora,Cobena,Sandra,Conservative,31540
35068,Newmarket--Aurora,Gollen,Anna,NDP,1473
35068,Newmarket--Aurora,McLachlan,Jennifer,Liberal,29299
35069,New Tecumseth--Gwillimbury,Davidson,Scot,Conservative,39247
35069,New Tecumseth--Gwillimbury,Hanrahan,Mike,Liberal,24444
35069,New Tecumseth--Gwillimbury,McKinnon,Callum,Green,712
35069,New Tecumseth--Gwillimbury,Montague,Paul,PPC,496
35069,New Tecumseth--Gwillimbury,Morrison,Nancy,NDP,1226
35070,Niagara Falls--Niagara-on-the-Lake,Althorpe,Dinah,PPC,481
35070,Niagara Falls--Niagara-on-the-Lake,Anwar,Yawar,Centrist,128
35070,Niagara Falls--Niagara-on-the-Lake,Baldinelli,Tony,Conservative,29774
35070,Niagara Falls--Niagara-on-the-Lake,Kaiser,Andrea,Liberal,27199
35070,Niagara Falls--Niagara-on-the-Lake,Mitchell,Shannon,NDP,2335
35070,Niagara Falls--Niagara-on-the-Lake,Shakhmundes,Daniel,Libertarian,160
35070,Niagara Falls--Niagara-on-the-Lake,Taylor,Celia,Green,518
35071,Niagara South,Badawey,Vance,Liberal,33708
35071,Niagara South,Bergen,Natashia,Green,683
35071,Niagara South,Davies,Fred,Conservative,36702
35071,Niagara South,McCollum,Chantal,NDP,4307
35071,Niagara South,Taras,Peter,PPC,1147
35071,Niagara South,Vedova,David,Heritage,216
35072,Niagara West,Abando,Justin,NDP,2262
35072,Niagara West,Allison,Dean,Conservative,36418
35072,Niagara West,Anderson,Ryan,PPC,582
35072,Niagara West,Bylsma,Dave,Heritage,727
35072,Niagara West,Korstanje,Jennifer,Liberal,30424
35073,Nipissing--Timiskaming,Janssen,John,PPC,648
35073,Nipissing--Timiskaming,Keller,Garry,Conservative,26121
35073,Nipissing--Timiskaming,Kennedy,Valerie,NDP,3548
35073,Nipissing--Timiskaming,Poitras,Louise,Green,585
35073,Nipissing--Timiskaming,Rochefort,Pauline,Liberal,27674
35074,Northumberland--Clarke,Becker,Ava,NDP,2090
35074,Northumberland--Clarke,Bradburn,Lisa,PPC,521
35074,Northumberland--Clarke,Goheen,John,Liberal,32648
35074,Northumberland--Clarke,Lawrence,Philip,Conservative,34862
35074,Northumberland--Clarke,Ledgerwood,Jody,Independent,270
35074,Northumberland--Clarke,Wesselius,John,Heritage,171
35074,Northumberland--Clarke,Wilson,Christina Marie,Green,630
35075,Oakville East,Anand,Anita,Liberal,31128
35075,Oakville East,Bedford,Alicia,United,59
35075,Oakville East,Chhinzer,Ron,Conservative,27301
35075,Oakville East,Ford,Hailey,NDP,1698
35075,Oakville East,Karabela,Henry,PPC,335
35075,Oakville East,Sousa,Bruno,Green,351
35076,Oakville West,Acan,Sima,Liberal,31872
35076,Oakville West,Crowder,Tim,Conservative,26668
35076,Oakville West,Downey,Diane,NDP,831
35076,Oakville West,Gegus,Martin,Independent,55
35076,Oakville West,Kowalchuk,Chris,Green,363
35076,Oakville West,Meaney,JD,PPC,254
35077,Orleans,Abu Mohammad,Tafiqul,PPC,331
35077,Orleans,Arrowsmith,Arlo,Libertarian,301
35077,Orleans,Choudhry,Mazhar,Independent,162
35077,Orleans,Goue,Oulai B.,NDP,2063
35077,Orleans,Jacques,Jaycob,Green,652
35077,Orleans,Lalonde,Marie-France,Liberal,53146
35077,Orleans,Mansour,Steve,Conservative,22072
35077,Orleans,Vida,Arabella,Independent,76
35078,Oshawa,Kirkland,Rhonda,Conservative,32131
35078,Oshawa,Labelle,Sara,NDP,5112
35078,Oshawa,Mathewson,Katherine,Green,804
35078,Oshawa,Ransom,Isaac,Liberal,28653
35079,Ottawa Centre,Chabot,Andrea,CFP,268
35079,Ottawa Centre,Chebib,Zed,Independent,47
35079,Ottawa Centre,D'Orsonnens,Paul,Conservative,12692
35079,Ottawa Centre,Harden,Joel,NDP,15935
35079,Ottawa Centre,Leriche,Marie-Chantal,Heritage,234
35079,Ottawa Centre,Naqvi,Yasir,Liberal,51026
35079,Ottawa Centre,Perry,Cashton,Communist,154
35079,Ottawa Centre,Rosenstock,Amanda,Green,916
35079,Ottawa Centre,Salmon,Mike,Independent,66
35080,Ottawa South,Cooper,William,Rhinoceros,155
35080,Ottawa South,Dookeran,Nira,Green,642
35080,Ottawa South,Masjedee,Hena,NDP,4017
35080,Ottawa South,McGuinty,David,Liberal,43388
35080,Ottawa South,Perrier,Alex,Heritage,259
35080,Ottawa South,Redins,John,CFP,93
35080,Ottawa South,Turner,Blair,Conservative,18010
35081,Ottawa--Vanier--Gloucester,Benoit,Elizabeth,Independent,238
35081,Ottawa--Vanier--Gloucester,Corcoran,Coreen,Libertarian,338
35081,Ottawa--Vanier--Gloucester,Fortier,Mona,Liberal,45934
35081,Ottawa--Vanier--Gloucester,Legeais,Christian,MarxistLeninist,182
35081,Ottawa--Vanier--Gloucester,Oliff,Tristan,NDP,5164
35081,Ottawa--Vanier--Gloucester,Proulx,Christian,Green,1345
35081,Ottawa--Vanier--Gloucester,Simms,Marty,PPC,349
35081,Ottawa--Vanier--Gloucester,Wythe,Dean,Conservative,14633
35082,Ottawa West--Nepean,Armstrong,Glen,PPC,514
35082,Ottawa West--Nepean,Bizjak,Josh,NDP,4847
35082,Ottawa West--Nepean,Dhakal,Prashanta,Green,780
35082,Ottawa West--Nepean,Mulligan,Sean,Heritage,232
35082,Ottawa West--Nepean,Telford,Ryan,Conservative,18517
35082,Ottawa West--Nepean,Vandenbeld,Anita,Liberal,43555
35083,Oxford,Baker,Cheryle,Green,897
35083,Oxford,Beausoleil,Steven,PPC,642
35083,Oxford,Chambers,Matthew,NDP,3046
35083,Oxford,Hilderley,David,Liberal,27311
35083,Oxford,Khanna,Arpan,Conservative,38191
35083,Oxford,Van Brugge,Melanie,United,152
35083,Oxford,Vardhan,Akshay Varun Raj,Independent,109
35083,Oxford,Watson,Jacob,Heritage,1203
35084,Parry Sound--Muskoka,Aitchison,Scott,Conservative,33742
35084,Parry Sound--Muskoka,Hay,Heather,NDP,2300
35084,Parry Sound--Muskoka,Pereira,Isabel,PPC,1048
35084,Parry Sound--Muskoka,Sabbagh,Geordie,Liberal,27563
35085,Perth--Wellington,Baker,Wayne,PPC,1069
35085,Perth--Wellington,Kruchkywich,Kevin,NDP,2909
35085,Perth--Wellington,Mackey,David,Liberal,26142
35085,Perth--Wellington,Nater,John,Conservative,33972
35086,Peterborough,Ferreri,Michelle,Conservative,32446
35086,Peterborough,Grove,Matthew,Heritage,168
35086,Peterborough,Harrison,Emma,Liberal,42890
35086,Peterborough,Jewell,Chad,Independent,222
35086,Peterborough,McMaster,Jami-Leigh,PPC,272
35086,Peterborough,Raine,Jazmine,Green,655
35086,Peterborough,Ray,Heather,NDP,2406
35087,Pickering--Brooklin,Nathan,Juanita,Liberal,38578
35087,Pickering--Brooklin,Nye,Jamie,NDP,1838
35087,Pickering--Brooklin,Rana,Zainab,Centrist,322
35087,Pickering--Brooklin,Robinson,Lisa,PPC,639
35087,Pickering--Brooklin,Vianga,Alicia,Conservative,29320
35087,Pickering--Brooklin,Wood,Andrea,Green,535
35088,Prescott--Russell--Cumberland,Finlay,Ryder,NDP,1730
35088,Prescott--Russell--Cumberland,Mingarelli,Giovanna,Liberal,39110
35088,Prescott--Russell--Cumberland,Perrier,Deborah,PPC,725
35088,Prescott--Russell--Cumberland,Riden,Thaila,Green,787
35088,Prescott--Russell--Cumberland,St-Louis,Jason,Independent,236
35088,Prescott--Russell--Cumberland,Seguin,Julie,Conservative,28805
35089,Richmond Hill South,Astaraki,Ebrahim,NDP,1054
35089,Richmond Hill South,Ho,Vincent,Conservative,30615
35089,Richmond Hill South,Jowhari,Majid,Liberal,26009
35089,Richmond Hill South,Lam,Alison,Green,495
35089,Richmond Hill South,Sideris,Joshua,PPC,244
35089,Richmond Hill South,Wang,Yan,Independent,124
35089,Richmond Hill South,Yeung,Juni,CFP,43
35090,Sarnia--Lambton--Bkejwanong,Boudreau,Jacques Y,Libertarian,990
35090,Sarnia--Lambton--Bkejwanong,Chan,Lo-Anne,NDP,4088
35090,Sarnia--Lambton--Bkejwanong,Everaert,Brian,PPC,1136
35090,Sarnia--Lambton--Bkejwanong,Gladu,Marilyn,Conservative,40597
35090,Sarnia--Lambton--Bkejwanong,Lamore,Mark,Heritage,437
35090,Sarnia--Lambton--Bkejwanong,Mitchell,Tony,Rhinoceros,201
35090,Sarnia--Lambton--Bkejwanong,Vandenberg,George,Liberal,28940
35091,Sault Ste. Marie--Algoma,Collins,James,Heritage,305
35091,Sault Ste. Marie--Algoma,Eshkibok,Robyn Kiki,Green,541
35091,Sault Ste. Marie--Algoma,Mayer,Laura,NDP,4327
35091,Sault Ste. Marie--Algoma,Sheehan,Terry,Liberal,30936
35091,Sault Ste. Marie--Algoma,Stevenson,Hugh,Conservative,29208
35092,Scarborough--Agincourt,Lovell,Dan,NDP,1449
35092,Scarborough--Agincourt,Movsessian,Aris,Conservative,21732
35092,Scarborough--Agincourt,Yip,Jean,Liberal,27552
35093,Scarborough Centre--Don Valley East,Koa,Alyson,NDP,1565
35093,Scarborough Centre--Don Valley East,Koubakis,Peter,PPC,659
35093,Scarborough Centre--Don Valley East,Mathew,Belent,Conservative,18307
35093,Scarborough Centre--Don Valley East,Zahid,Salma,Liberal,27557
35094,Scarborough--Guildwood--Rouge Park,Anandasangaree,Gary,Liberal,35295
35094,Scarborough--Guildwood--Rouge Park,Jalan,Suchita,Conservative,17485
35094,Scarborough--Guildwood--Rouge Park,Kwok,Kingsley,NDP,1772
35094,Scarborough--Guildwood--Rouge Park,Rife,Troy,Green,633
35095,Scarborough North,Chen,Shaun,Liberal,29418
35095,Scarborough North,Manji,Karishma,NDP,1827
35095,Scarborough North,Sandhu,Gurmit,Conservative,15487
35096,Scarborough Southwest,Blair,Bill,Liberal,33495
35096,Scarborough Southwest,Cain,Amanda,Green,754
35096,Scarborough Southwest,Khan,Imran,Centrist,165
35096,Scarborough Southwest,Nugent,Christine,MarxistLeninist,113
35096,Scarborough Southwest,Poulin,Michael,PPC,567
35096,Scarborough Southwest,Shaban,Fatima,NDP,2730
35096,Scarborough Southwest,Tarun,Asm,Conservative,16652
35097,Scarborough--Woburn,Bhaiyat,Amina,Independent,181
35097,Scarborough--Woburn,Broughton,Gianne,Green,499
35097,Scarborough--Woburn,Coteau,Michael,Liberal,25281
35097,Scarborough--Woburn,Muttukuru,Reddy,Conservative,14291
35097,Scarborough--Woburn,Sipra,Ayub,Centrist,150
35097,Scarborough--Woburn,Wedge,George,NDP,1466
35098,Simcoe--Grey,Bains,Jasleen,NDP,1574
35098,Simcoe--Grey,Dowdall,Terry,Conservative,35364
35098,Simcoe--Grey,Kuhn,Allan,Green,991
35098,Simcoe--Grey,Mammoliti,Giorgio,PPC,523
35098,Simcoe--Grey,Munro,Bren,Liberal,29455
35099,Simcoe North,Chambers,Adam,Conservative,32241
35099,Simcoe North,Emo,Russ,Heritage,191
35099,Simcoe North,Little,Ray,Green,1260
35099,Simcoe North,Lloyd,Melissa,NDP,2508
35099,Simcoe North,Makk,Stephen Toivo,PPC,638
35099,Simcoe North,Rocca,Ryan,Liberal,29767
35100,Spadina--Harbourfront,Di Pasquale,Norm,NDP,4107
35100,Spadina--Harbourfront,Filipova,Diana,Conservative,16286
35100,Spadina--Harbourfront,Jubinville,Gilbert Joseph,PPC,193
35100,Spadina--Harbourfront,Lin,Nick,MarxistLeninist,85
35100,Spadina--Harbourfront,Nguyen,Chi,Liberal,31832
35100,Spadina--Harbourfront,Rand,Gordon,Green,448
35100,Spadina--Harbourfront,Rao,Shrey,Independent,39
35101,St. Catharines,Bittle,Chris,Liberal,34750
35101,St. Catharines,Haj-Ahmad,Taha Alexander,Centrist,198
35101,St. Catharines,Orlandi,Karen,NDP,4021
35101,St. Catharines,Reilly,Christopher,Independent,306
35101,St. Catharines,Sluijmers,Bas,Conservative,27013
35101,St. Catharines,Wilson,Dennis,PPC,522
35102,Stormont--Dundas--Glengarry,Duncan,Eric,Conservative,37399
35102,Stormont--Dundas--Glengarry,Good,Sarah,Liberal,26407
35102,Stormont--Dundas--Glengarry,Kubanek,Gordon,Green,674
35102,Stormont--Dundas--Glengarry,Leclerc,Mario,NDP,1653
35102,Stormont--Dundas--Glengarry,MacKinnon,Karl Ivan,Libertarian,274
35103,Sudbury,Bonderoff,Nicholas,PPC,773
35103,Sudbury,Lapointe,Viviane,Liberal,31551
35103,Sudbury,Symington,Ian,Conservative,23835
35103,Sudbury,Verrelli,Nadia,NDP,4680
35104,Sudbury East--Manitoulin--Nickel Belt,Belanger,Jim,Conservative,29156
35104,Sudbury East--Manitoulin--Nickel Belt,Chenier,Andreane,NDP,4822
35104,Sudbury East--Manitoulin--Nickel Belt,Hossain,Himal,Green,465
35104,Sudbury East--Manitoulin--Nickel Belt,Leroux,Justin Dean Newell,Libertarian,316
35104,Sudbury East--Manitoulin--Nickel Belt,Serre,Marc G.,Liberal,25075
35104,Sudbury East--Manitoulin--Nickel Belt,St. Louis,Sharilynne,PPC,489
35105,Taiaiako'n--Parkdale--High Park,Bardeesy,Karim,Liberal,36439
35105,Taiaiako'n--Parkdale--High Park,Fraser,Edward,AnimalProtection,184
35105,Taiaiako'n--Parkdale--High Park,Gershuny,Lorne,MarxistLeninist,92
35105,Taiaiako'n--Parkdale--High Park,Gorka,Anna,Green,700
35105,Taiaiako'n--Parkdale--High Park,Karpoche,Bhutila,NDP,15003
35105,Taiaiako'n--Parkdale--High Park,Lizon,Wladyslaw,Conservative,12662
35105,Taiaiako'n--Parkdale--High Park,Parker,Terry,Marijuana,96
35105,Taiaiako'n--Parkdale--High Park,Riarh,Rimmy,Communist,137
35106,Thornhill,Hart,Amir,PPC,440
35106,Thornhill,Kotler,Liane,Liberal,20873
35106,Thornhill,Lantsman,Melissa,Conservative,44419
35106,Thornhill,McCarty,William,NDP,833
35106,Thornhill,Piotrowski,Dominic,Green,353
35107,Thunder Bay--Rainy River,Arner,Eric,Green,334
35107,Thunder Bay--Rainy River,Hyatt,Brendan,Conservative,18685
35107,Thunder Bay--Rainy River,Powlowski,Marcus,Liberal,21125
35107,Thunder Bay--Rainy River,Ree,Sabrina,PPC,433
35107,Thunder Bay--Rainy River,Won,Yuk-Sem,NDP,2954
35108,Thunder Bay--Superior North,Bradley,Amos,PPC,459
35108,Thunder Bay--Superior North,Hajdu,Patty,Liberal,25134
35108,Thunder Bay--Superior North,Herman,Bob,Conservative,16267
35108,Thunder Bay--Superior North,Northey,John Malcolm,Green,417
35108,Thunder Bay--Superior North,Wakefield,Joy,NDP,3235
35109,Toronto Centre,Fernandez,Philip,MarxistLeninist,170
35109,Toronto Centre,Green,Samantha,NDP,7358
35109,Toronto Centre,Ibarra,Luis,Conservative,12321
35109,Toronto Centre,Iheme,Olivia,Green,664
35109,Toronto Centre,Luisi,Simon,AnimalProtection,177
35109,Toronto Centre,Marshall,Cleveland,Independent,90
35109,Toronto Centre,Mazri,Nathen,PPC,235
35109,Toronto Centre,Solomon,Evan,Liberal,37907
35110,Toronto--Danforth,Dabrusin,Julie,Liberal,39191
35110,Toronto--Danforth,Hacksel,Clare,NDP,7626
35110,Toronto--Danforth,Hussain,Ashik,Conservative,11187
35110,Toronto--Danforth,Stardust,Silvia,Green,626
35110,Toronto--Danforth,White,Liz,AnimalProtection,251
35111,Toronto--St. Paul's,Church,Leslie,Liberal,44313
35111,Toronto--St. Paul's,Frasca,Joseph,PPC,329
35111,Toronto--St. Paul's,Gershuny,David,MarxistLeninist,133
35111,Toronto--St. Paul's,Levy,Bruce,NDP,2496
35111,Toronto--St. Paul's,Philips,Shane,Green,552
35111,Toronto--St. Paul's,Stewart,Don,Conservative,23700
35111,Toronto--St. Paul's,Valdron,Cynthia,CFP,58
35112,University--Rosedale,Biley,Barbara,MarxistLeninist,138
35112,University--Rosedale,Freeland,Chrystia,Liberal,39847
35112,University--Rosedale,Garvie,Drew,Communist,304
35112,University--Rosedale,Golding,Adam,Independent,118
35112,University--Rosedale,Grade,Liz,Conservative,14624
35112,University--Rosedale,Mongrell,Ignacio,Green,1066
35112,University--Rosedale,Purdy,Serena,NDP,6168
35113,Vaughan--Woodbridge,Bahman,Ali,NDP,891
35113,Vaughan--Woodbridge,Guglielmin,Michael,Conservative,40422
35113,Vaughan--Woodbridge,Sorbara,Francesco,Liberal,25617
35113,Vaughan--Woodbridge,Yevseyev,Roman,PPC,425
35114,Waterloo,Botros,Waseem,Conservative,20571
35114,Waterloo,Chagger,Bardish,Liberal,37579
35114,Waterloo,Chatham,Santa Claus,Rhinoceros,119
35114,Waterloo,Chow,Heline,NDP,2617
35114,Waterloo,Guthrie,Simon,Green,1599
35114,Waterloo,Hari,Jamie,Independent,76
35114,Waterloo,Neekman,Val,Independent,179
35114,Waterloo,Roach,Hans,Independent,105
35114,Waterloo,Ross,Douglas,PPC,348
35115,Wellington--Halton Hills North,Bascombe,Andrew,NDP,1346
35115,Wellington--Halton Hills North,Carle,Syl,PPC,566
35115,Wellington--Halton Hills North,Carscadden,Sean,Liberal,29609
